Position,q1,q21,q31,q4,q5,t1,t2,t3,Humerus-Pelvis x,Humerus-Pelvis y,Humerus-Pelvis z
0,-0.2972560574881395,0.5636987532817624,2.1716275691044493,1.1384774743384125,1.4401097033036148,-5.728428548071298,1.6124738057278463,9.05855450014618,-0.10584690484335661,-0.16274255263891213,0.4421990856207395
1,-0.04451661726421084,0.7131384535341946,2.1896896567269795,1.0373466648175813,1.5424569525019456,-2.6317854946646744,-2.349391562451039,8.790631135113031,-0.10595173621507825,-0.16249477284453165,0.4422650579282709
2,0.2974933970206063,0.877421890744215,2.265350571358479,0.7106480417388547,1.692989035255025,-1.9995219571133056,-4.468331769395858,7.754969606973084,-0.10593960920040064,-0.1623356439856037,0.4423250593653759
3,-0.6578789003726614,0.21857370654142796,2.400969149717271,1.286161456494031,1.3886872708357798,-1.038964624722608,0.6919215396804742,9.469629947231988,-0.10617152887983271,-0.16255940583351744,0.4421924225814966
4,0.38673609156617983,0.8206848829379279,2.723532934233432,0.8242833612204211,1.81063600861621,-6.950182325332132,4.675724111041909,10.719721642890745,-0.10537692717184334,-0.1621247356597383,0.4425215185963658
5,-0.04799639458705726,0.6555445073558924,2.1736676788336657,1.3588036674697923,1.6043252447905767,-1.1724692888920696,-7.488085217561804,4.960792249946939,-0.1061258922522715,-0.16246385880258352,0.44223714307341744
