Position,q1,q21,q31,q4,q5,t1,t2,t3
0,-0.5490691954825445,0.43809709325905394,0.4989747384655345,1.3174471536473868,1.3932483125679134,-2.5872222905084903,0.30902164019453404,8.714666477409615
1,-0.08660221572248268,0.7487347306910126,0.43147000364502736,0.7372577415184194,1.464120102671883,-2.117003373369122,-4.639999790199414,7.106205863134062
2,0.24371138259454028,0.8896995307850242,0.5052308953055964,0.6128606200103458,1.6280358665745502,-0.32920217056008694,-8.477212189355804,6.40708843091548
3,-0.46111892140809513,0.46127405032668295,0.5921094555718462,1.1693760998766227,1.3978835944116819,-2.8955410808549287,-0.007967954787844764,9.278157644779073
4,-0.15662796404076967,0.5429678050677589,0.9365849207978064,0.926289305332593,1.4718736317647803,-5.251631147630828,-0.169015312592142,10.403360482516431
5,0.10931574528376144,0.7254516478047595,0.924364920266606,0.862615364704837,1.6072166976807019,-5.492228446205067,-0.23623097301692064,10.587861149923718
6,0.3507374788933851,0.8399652092697641,0.956593173974136,0.8372751817223186,1.78045126368988,-4.032173367371013,-0.2582589404563559,10.241533914891807
7,0.07514547761620063,0.9091494386073353,0.11813095597574491,0.5912438956375606,1.5095261209782715,3.356988383222073,-18.17252735827968,0.13969663362806195
8,-0.28595116416279465,0.8266079771918249,-0.06311111452096382,0.8121329445925406,1.3720805610351114,3.454316780902542,-16.407966001551486,-1.819617934814924
9,-0.0805494020533914,0.905739275102321,-0.042484449139937666,0.7008114686337771,1.4402238384427744,4.604422101546993,-21.155150801794864,-2.9474335870828394
